window_id,packet_count,total_bytes,duration,size_mean,size_std,size_min,size_max,size_median,size_q25,size_q75,iat_mean,iat_std,iat_min,iat_max,iat_median,ratio_dot11,ratio_ip,ratio_tcp,ratio_udp,ratio_ether,dot11_mgmt_ratio,dot11_ctrl_ratio,dot11_data_ratio,dot11_retry_ratio,ip_len_mean,ip_ttl_mean,ip_proto_variety,tcp_port_variety,tcp_flags_variety,tcp_window_mean,rssi_mean,rssi_std,rssi_min,rssi_max,window_start,window_end,label,filename
34,16,2732,1.2747879028320312,170.75,302.9432290050398,42.0,1285.0,71.5,64.25,135.5,0.13727468252182007,0.23297454189827244,7.200241088867188e-05,0.9216070175170898,0.03927195072174072,0.0,0.8125,0.125,0.625,0.9375,0.0,0.0,0.0,0.0,184.30769230769232,70.6923076923077,3.0,2.0,1.0,136.5,0.0,0.0,0.0,0.0,1760652223.291311,1760652225.291311,0,normal_20251016_170234.pcap
35,6,548,1.228808879852295,91.33333333333333,65.9292550137393,42.0,176.0,56.0,44.5,147.0,0.35071249802907306,0.34473447930265344,0.00016808509826660156,0.8754661083221436,0.30724239349365234,0.0,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652225.291311,1760652227.291311,0,normal_20251016_170234.pcap
36,5,402,1.228834867477417,80.4,54.39485269765881,42.0,176.0,66.0,52.0,66.0,0.36866159439086915,0.29210955797953786,0.00092315673828125,0.7105739116668701,0.306398868560791,0.0,0.6,0.4,0.2,0.8,0.0,0.0,0.0,0.0,88.66666666666667,82.66666666666667,2.0,2.0,1.0,549.5,0.0,0.0,0.0,0.0,1760652227.291311,1760652229.291311,0,normal_20251016_170234.pcap
37,14,2554,1.228804111480713,182.42857142857142,241.5216869656331,52.0,840.0,75.0,66.0,161.5,0.15359558377947127,0.276089520694574,1.9073486328125e-06,0.9215340614318848,0.026015400886535645,0.0,0.8571428571428571,0.14285714285714285,0.6428571428571429,0.9285714285714286,0.0,0.0,0.0,0.0,141.75,55.25,3.0,2.0,1.0,183.5,0.0,0.0,0.0,0.0,1760652229.291311,1760652231.291311,0,normal_20251016_170234.pcap
38,3,404,0.9216868877410889,134.66666666666666,71.5914333795136,52.0,176.0,176.0,114.0,176.0,0.6144659519195557,0.30714052293047117,0.3074300289154053,0.9217109680175781,0.6142568588256836,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652231.291311,1760652233.291311,0,normal_20251016_170234.pcap
39,117,81082,1.5927419662475586,693.008547008547,926.8836877494252,42.0,2922.0,149.0,66.0,1494.0,0.018537913930827175,0.0730555784259749,9.5367431640625e-07,0.5576560497283936,0.0004705190658569336,0.0,0.9743589743589743,0.7264957264957265,0.23076923076923078,0.9914529914529915,0.0,0.0,0.0,0.0,696.0526315789474,67.96491228070175,4.0,3.0,4.0,1364.870588235294,0.0,0.0,0.0,0.0,1760652233.291311,1760652235.291311,0,normal_20251016_170234.pcap
40,5,706,1.0004541873931885,141.2,78.98544169655571,52.0,209.0,176.0,60.0,209.0,0.35142822265625,0.31938683635114873,0.00047516822814941406,0.7566869258880615,0.22150301933288574,0.0,0.6,0.0,0.6,0.8,0.0,0.0,0.0,0.0,184.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652235.291311,1760652237.291311,0,normal_20251016_170234.pcap
41,36,15094,1.843367099761963,419.27777777777777,493.415652720104,52.0,1292.0,138.5,81.0,967.0,0.06777357332634204,0.14812163207512247,9.5367431640625e-07,0.6146440505981445,0.0002448558807373047,0.0,0.9444444444444444,0.0,0.9444444444444444,0.9722222222222222,0.0,0.0,0.0,0.0,426.6470588235294,56.85294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652237.291311,1760652239.291311,0,normal_20251016_170234.pcap
42,3,270,0.9215290546417236,90.0,74.64583042608609,42.0,176.0,52.0,47.0,114.0,0.5118610064188639,0.1774590778835073,0.3069491386413574,0.6145799160003662,0.6140539646148682,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652239.291311,1760652241.291311,0,normal_20251016_170234.pcap
43,4,1037,1.2287800312042236,259.25,255.9314686916532,52.0,633.0,176.0,145.0,290.25,0.46086424589157104,0.17711422145995914,0.30700206756591797,0.6146769523620605,0.46088898181915283,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652241.291311,1760652243.291311,0,normal_20251016_170234.pcap
44,11,2386,1.6156761646270752,216.9090909090909,358.3493978076297,52.0,1285.0,82.0,71.5,176.0,0.23066564039750534,0.35737211853913786,3.981590270996094e-05,0.9216458797454834,0.034060001373291016,0.0,0.9090909090909091,0.0,0.9090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,219.4,60.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652243.291311,1760652245.291311,0,normal_20251016_170234.pcap
45,9,1024,1.537053108215332,113.77777777777777,48.70774522028755,52.0,176.0,136.0,66.0,138.0,0.23019944296942818,0.32198709058833563,9.5367431640625e-07,0.9217040538787842,0.03982996940612793,0.0,0.8888888888888888,0.6666666666666666,0.2222222222222222,0.8888888888888888,0.0,0.0,0.0,0.0,107.5,60.25,2.0,2.0,2.0,187.0,0.0,0.0,0.0,0.0,1760652245.291311,1760652247.291311,0,normal_20251016_170234.pcap
46,14,1529,1.7735650539398193,109.21428571428571,65.98971781378411,52.0,233.0,66.0,66.0,158.25,0.14788799626486643,0.22447307681672704,9.5367431640625e-07,0.61456298828125,0.018525004386901855,0.0,0.6428571428571429,0.5,0.35714285714285715,0.9285714285714286,0.0,0.0,0.0,0.0,80.77777777777777,68.0,2.0,3.0,3.0,276.14285714285717,0.0,0.0,0.0,0.0,1760652247.291311,1760652249.291311,0,normal_20251016_170234.pcap
47,7,638,1.5368340015411377,91.14285714285714,58.57026711972714,42.0,176.0,66.0,56.0,121.0,0.27473398617335726,0.2439357627864247,8.106231689453125e-06,0.6145107746124268,0.3070681095123291,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.0,0.0,0.0,0.0,107.0,78.0,2.0,2.0,1.0,575.0,0.0,0.0,0.0,0.0,1760652249.291311,1760652251.291311,0,normal_20251016_170234.pcap
48,5,1079,0.9216837882995605,215.8,242.00247932614246,42.0,633.0,176.0,52.0,176.0,0.3070230007171631,0.30694071295151604,0.00016999244689941406,0.6148309707641602,0.3063509464263916,0.0,0.4,0.0,0.4,0.8,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652251.291311,1760652253.291311,0,normal_20251016_170234.pcap
49,90,27225,1.5405011177062988,302.5,439.34474319238933,42.0,1292.0,82.0,65.0,222.25,0.02931179886772519,0.11904886577521366,9.5367431640625e-07,0.9216899871826172,0.00017750263214111328,0.0,0.7111111111111111,0.0,0.7555555555555555,0.9888888888888889,0.0,0.0,0.0,0.0,382.96875,74.578125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652253.291311,1760652255.291311,0,normal_20251016_170234.pcap
50,24,4202,1.8718039989471436,175.08333333333334,134.334403203565,42.0,436.0,148.0,66.0,234.0,0.08940695722897847,0.1750005093165986,1.9073486328125e-06,0.6776430606842041,0.0009429454803466797,0.0,0.625,0.25,0.5833333333333334,0.9583333333333334,0.0,0.0,0.0,0.0,144.26666666666668,143.06666666666666,3.0,4.0,1.0,431.6666666666667,0.0,0.0,0.0,0.0,1760652255.291311,1760652257.291311,0,normal_20251016_170234.pcap
51,9,1686,1.3845438957214355,187.33333333333334,142.3718722220088,52.0,436.0,147.0,90.0,176.0,0.22212566269768608,0.27794793963175385,9.5367431640625e-07,0.6145870685577393,0.001132965087890625,0.0,0.5555555555555556,0.1111111111111111,0.6666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,178.2,140.4,2.0,2.0,1.0,79.0,0.0,0.0,0.0,0.0,1760652257.291311,1760652259.291311,0,normal_20251016_170234.pcap
52,7,1696,1.8127639293670654,242.28571428571428,238.63271240249404,52.0,593.0,176.0,63.0,374.5,0.2774040017809187,0.31465018045819265,0.0003390312194824219,0.9211549758911133,0.2540469169616699,0.0,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,0.0,233.75,125.0,2.0,2.0,1.0,1043.0,0.0,0.0,0.0,0.0,1760652259.291311,1760652261.291311,0,normal_20251016_170234.pcap
53,4,464,0.9217848777770996,116.0,69.35896961941309,52.0,176.0,118.0,58.0,176.0,0.39726150035858154,0.30856823141715256,0.00037288665771484375,0.6672611236572266,0.4607059955596924,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.0,0.0,162.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652261.291311,1760652263.291311,0,normal_20251016_170234.pcap
54,16,3895,1.5352511405944824,243.4375,169.00018491114145,42.0,633.0,302.0,51.5,343.0,0.13438113033771515,0.1954057288354148,9.5367431640625e-07,0.61484694480896,0.0010614395141601562,0.0,0.6875,0.0,0.625,0.9375,0.0,0.0,0.0,0.0,266.3636363636364,12.454545454545455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652263.291311,1760652265.291311,0,normal_20251016_170234.pcap
55,17,5796,1.751539945602417,340.94117647058823,470.1794166310658,52.0,1292.0,83.0,68.0,208.0,0.13441061973571777,0.2032444490269239,9.5367431640625e-07,0.6136538982391357,0.0012830495834350586,0.0,0.9411764705882353,0.11764705882352941,0.8235294117647058,0.9411764705882353,0.0,0.0,0.0,0.0,345.0,60.0,2.0,2.0,1.0,179.5,0.0,0.0,0.0,0.0,1760652265.291311,1760652267.291311,0,normal_20251016_170234.pcap
56,5,678,1.535048007965088,135.6,51.13022589427901,52.0,176.0,147.0,127.0,176.0,0.36861481666564944,0.25666314672655627,9.5367431640625e-07,0.6141448020935059,0.3080260753631592,0.0,0.6,0.0,0.8,0.8,0.0,0.0,0.0,0.0,145.66666666666666,127.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760652267.291311,1760652269.291311,0,normal_20251016_170234.pcap
